CompanyName,Name,Legal
PER-RUNE EIDE AS,PER-RUNE EIDE,AS
Atto Invest AB,Atto Invest,AB
Kim Åge Nielsen Birkerød Holding ApS,Kim Åge Nielsen Birkerød Holding,ApS
HARAMBEE CONSULTING AS,HARAMBEE CONSULTING,AS
2punkt0 Bemanning AB,2punkt0 Bemanning,AB
C. Skikkild Holding ApS,C. Skikkild Holding,ApS
KASELO AS,KASELO,AS
Pindso Holding ApS,Pindso Holding,ApS
Destira GmbH,Destira,GmbH
NB BETON HOLDING A/S,NB BETON HOLDING A/S,
K. WESTERGAARD HOLDING ApS,K. WESTERGAARD HOLDING,ApS
Alkabo ApS,Alkabo,ApS
GERNER INVEST SKIBBY ApS,GERNER INVEST SKIBBY,ApS
JNC Holding 2024 ApS,JNC Holding 2024,ApS
JONATHAN WILSON LIMITED,JONATHAN WILSON,LIMITED
u-r-trust GmbH,u-r-trust,GmbH
REAL TERRASSE & FASADE AS,REAL TERRASSE & FASADE,AS
CI Capital 1 ApS,CI Capital 1,ApS
Danatka Holding ApS,Danatka Holding,ApS
Salto Projekt AB,Salto Projekt,AB
Dyrlæge Tobias Volhøj Holding ApS,Dyrlæge Tobias Volhøj Holding,ApS
DEI INVEST AS,DEI INVEST,AS
CLE Invest II ApS,CLE Invest II,ApS
MARTIN GJØRTZ HOLDING ApS,MARTIN GJØRTZ HOLDING,ApS
HENBJ 004 HOLDING AS,HENBJ 004 HOLDING,AS
AAL INVEST AF 1/10 2007 ApS,AAL INVEST AF 1/10 2007,ApS
DevSys Sweden AB,DevSys Sweden,AB
MANZ HOLDING AS,MANZ HOLDING,AS
Beckbauer One UG (haftungsbeschränkt),Beckbauer One UG (haftungsbeschränkt),
HO 367 HOLDING AS,HO 367 HOLDING,AS
Askan Aarhus ApS,Askan Aarhus,ApS
S2C ApS,S2C,ApS
C. H. Erhverv ApS,C. H. Erhverv,ApS
R16 INVEST AS,R16 INVEST,AS
Lejrskolen Vesterskov,Lejrskolen Vesterskov,
Jannick Munk Holding ApS,Jannick Munk Holding,ApS
RERUM 2 GmbH & Co. KG,RERUM 2 GmbH & Co,KG
HAVREVOLD HOLDING AS,HAVREVOLD HOLDING,AS
CHRYSALIS ASSETS AS,CHRYSALIS ASSETS,AS
LARS HØJER HOLDING ApS,LARS HØJER HOLDING,ApS
JENSENS ApS,JENSENS,ApS
COUPLAND INVESTMENTS LIMITED,COUPLAND INVESTMENTS,LIMITED
Predictify A/S,Predictify A/S,
HAG EIENDOM AS,HAG EIENDOM,AS
Kahlen Holding ApS,Kahlen Holding,ApS
VMS EIENDOM AS,VMS EIENDOM,AS
UNIFOR - FORVALTNINGSSTIFTELSEN FOR FOND OG LEGATER VED UNIVERSITETET I OSLO,UNIFOR - FORVALTNINGSSTIFTELSEN FOR FOND OG LEGATER VED UNIVERSITETET I OSLO,
FULMINARE AS,FULMINARE,AS
Løsning Gymnastikforening,Løsning Gymnastikforening,
MPA Teknik & Service AB,MPA Teknik & Service,AB
Bullvasen AB,Bullvasen,AB
SEMA HOLDING ApS,SEMA HOLDING,ApS
Møller Nielsens Tegnestue ApS,Møller Nielsens Tegnestue,ApS
Uddevalla Företagsutveckling AB,Uddevalla Företagsutveckling,AB
STEFFENSEN MARITIM AS,STEFFENSEN MARITIM,AS
COREFIC AB,COREFIC,AB
S T SVENSSON AB,S T SVENSSON,AB
Coman Consult ApS,Coman Consult,ApS
ELLIS TOWER PROPERTIES LIMITED,ELLIS TOWER PROPERTIES,LIMITED
ARDEN MURER- & MALERFIRMA ApS,ARDEN MURER- & MALERFIRMA,ApS
Phametra - Pharma und Medica-Trading GmbH,Phametra - Pharma und Medica-Trading,GmbH
SKODA & PARTNER ApS,SKODA & PARTNER,ApS
Sportverein (SV) Marschalkenzimmern 1910 e.V.,Sportverein (SV) Marschalkenzimmern 1910 e.V.,
GAMLESTØL INVEST AS,GAMLESTØL INVEST,AS
LA PADRE INVEST AS,LA PADRE INVEST,AS
JA 281 HOLDING AS,JA 281 HOLDING,AS
STEFF,STEFF,
KIRURGKONSULT AS,KIRURGKONSULT,AS
B.O. Enge Holding ApS,B.O. Enge Holding,ApS
SCHOU NORGE AS,SCHOU NORGE,AS
VOX POPS INTERNATIONAL LIMITED,VOX POPS INTERNATIONAL,LIMITED
Stiesdal Storage A/S,Stiesdal Storage A/S,
Bunjil Holding ApS,Bunjil Holding,ApS
RØROS ELEKTROHANDEL AS,RØROS ELEKTROHANDEL,AS
PA BOGENSE HOLDING ApS,PA BOGENSE HOLDING,ApS
LILACFLINT LTD,LILACFLINT,LTD
Maskinel Holding ApS,Maskinel Holding,ApS
Mats Jogbäck AB,Mats Jogbäck,AB
Präzision Metall- und Maschinenbau Eibau GmbH,Präzision Metall- und Maschinenbau Eibau,GmbH
MARÅK HOLDING AS,MARÅK HOLDING,AS
PROJECT CONTROL CONSULTING LIMITED,PROJECT CONTROL CONSULTING,LIMITED
HARRISON BRANT LTD,HARRISON BRANT,LTD
CONNECT CAPITAL UK PVT LTD,CONNECT CAPITAL UK,PVT LTD
Melker & Company AB,Melker & Company,AB
Rosenberg Invest Holding ApS,Rosenberg Invest Holding,ApS
CCS Beteiligungsmanagement GmbH,CCS Beteiligungsmanagement,GmbH
Mule Scott Struve Holdings ApS,Mule Scott Struve Holdings,ApS
SCAN-EL HOLDING ApS,SCAN-EL HOLDING,ApS
Spang og Labæk Gruppen ApS,Spang og Labæk Gruppen,ApS
Bakkestrøm Holding ApS,Bakkestrøm Holding,ApS
MORTEN JANSRUD HOLDING AS,MORTEN JANSRUD HOLDING,AS
WIKATO AS,WIKATO,AS
HF EJENDOM ApS,HF EJENDOM,ApS
TEAM H ApS,TEAM H,ApS
Familielægerne Bogensevej,Familielægerne Bogensevej,
FV HOLDING ApS,FV HOLDING,ApS
PANTHEON GLOBAL LIMITED,PANTHEON GLOBAL,LIMITED
JOSELIN INVEST AS,JOSELIN INVEST,AS
EA Invest Holding ApS,EA Invest Holding,ApS
Secima ApS,Secima,ApS
BUX HOLDING ApS,BUX HOLDING,ApS
AGK 751 HOLDING AS,AGK 751 HOLDING,AS
P. WOLFSEN A/S,P. WOLFSEN A/S,
GREYPASS LIMITED,GREYPASS,LIMITED
The Anthony William John Goscombe Estate Trust,The Anthony William John Goscombe Estate Trust,
Lyse Consulting ApS,Lyse Consulting,ApS
JESS FORVALTNING AS,JESS FORVALTNING,AS
CFONET ApS,CFONET,ApS
SUEZ CAPITAL FINANCE LTD,SUEZ CAPITAL FINANCE,LTD
LAUVÅS HOLDING AS,LAUVÅS HOLDING,AS
TGL 523 HOLDING AS,TGL 523 HOLDING,AS
VB Kapital ApS,VB Kapital,ApS
BHOGAS HOLDING ApS,BHOGAS HOLDING,ApS
LASSEMO HOLDING AS,LASSEMO HOLDING,AS
Thomas Knudsen Lindberg Holding ApS,Thomas Knudsen Lindberg Holding,ApS
JASFAHE Holding ApS,JASFAHE Holding,ApS
Nyren Invest AB,Nyren Invest,AB
FHG INVEST AS,FHG INVEST,AS
ALTWOOD ENERGY ADVISORS LIMITED,ALTWOOD ENERGY ADVISORS,LIMITED
CHRISTIAN BRØNDUM HOLDING ApS,CHRISTIAN BRØNDUM HOLDING,ApS
Ananda Marga Fonden,Ananda Marga Fonden,
BEHEIM AS,BEHEIM,AS
INVESTOBOIS AS,INVESTOBOIS,AS
DATASVAR HOLDING AS,DATASVAR HOLDING,AS
SejerNielsen.dk ApS,SejerNielsen.dk,ApS
JOVIEN AS,JOVIEN,AS
PAUL GREGERSEN & CO. ApS,PAUL GREGERSEN & CO,ApS
DS Flexhal A/S,DS Flexhal A/S,
ØV INVEST AS,ØV INVEST,AS
ARKITEKT OLE KORTZAU ApS,ARKITEKT OLE KORTZAU,ApS
C.J. Belling Holding ApS,C.J. Belling Holding,ApS
Mellaker Webb & Vovve AB,Mellaker Webb & Vovve,AB
FROM MINKFARM ApS,FROM MINKFARM,ApS
MICLA-Pro Aps,MICLA-Pro,Aps
KHO 992 HOLDING AS,KHO 992 HOLDING,AS
DORIS AS,DORIS,AS
Vejle Cykel Klub,Vejle Cykel Klub,
QUALITY LIVING RESIDENTIAL AS,QUALITY LIVING RESIDENTIAL,AS
Flemming Vinzent,Flemming Vinzent,
Informations Redaktionelle Medarbejderforening,Informations Redaktionelle Medarbejderforening,
ERIK ESKILD INVEST AS,ERIK ESKILD INVEST,AS
OLAV MARUMSRUD AS,OLAV MARUMSRUD,AS
I/S GUNNAR OG RUDI JENSEN,I/S GUNNAR OG RUDI JENSEN,
Winther Juhlin Holding ApS,Winther Juhlin Holding,ApS
AleCic AB,AleCic,AB
EAGLE ADVENTURES LTD,EAGLE ADVENTURES,LTD
BÅRAGUTT AS,BÅRAGUTT,AS
Jeppe Voight Christensen ApS,Jeppe Voight Christensen,ApS
KR-Consultant ApS,KR-Consultant,ApS
EES Effiziente Energiespeichersysteme GmbH,EES Effiziente Energiespeichersysteme,GmbH
Ripensersamfundet,Ripensersamfundet,
JNM Ventures UG,JNM Ventures,UG
KHAUGEN INVEST AS,KHAUGEN INVEST,AS
HELLEM INVEST AS,HELLEM INVEST,AS
Ulrich Kronvold Holding ApS,Ulrich Kronvold Holding,ApS
Moccau Invest ApS,Moccau Invest,ApS
Consulenthuset 9 ApS,Consulenthuset 9,ApS
CIP MidCo 1 ApS,CIP MidCo 1,ApS
SONDRE HAUGEN HOLDING AS,SONDRE HAUGEN HOLDING,AS
CAJUS JØRGENSEN HOLDING ApS,CAJUS JØRGENSEN HOLDING,ApS
GJERSETH AS,GJERSETH,AS
Daniel Melgaard Holding ApS,Daniel Melgaard Holding,ApS
A1 Development I ApS,A1 Development I,ApS
ANAA Holding ApS,ANAA Holding,ApS
Jonova Immobilien GmbH,Jonova Immobilien,GmbH
APR 400 HOLDING AS,APR 400 HOLDING,AS
HAUGSTAD AS,HAUGSTAD,AS
WEUM HOLDING AS,WEUM HOLDING,AS
TOTTE HOLDING AS,TOTTE HOLDING,AS
m.p.d. Holding GmbH,m.p.d. Holding,GmbH
EINAR GRINDLAND HOLDING AS,EINAR GRINDLAND HOLDING,AS
SSH Capital ApS,SSH Capital,ApS
Bondos Holding ApS,Bondos Holding,ApS
AHR 600 HOLDING AS,AHR 600 HOLDING,AS
JANUS HANSEN HOLDING ApS,JANUS HANSEN HOLDING,ApS
INE INVEST AS,INE INVEST,AS
Livrem Aktiebolag,Livrem,Aktiebolag
FE 412 HOLDING AS,FE 412 HOLDING,AS
Redelfs Holding UG (haftungsbeschränkt),Redelfs Holding UG (haftungsbeschränkt),
MWM Immobilien und Beratung GmbH,MWM Immobilien und Beratung,GmbH
Brost Holding ApS,Brost Holding,ApS
Anders Richter Holding ApS,Anders Richter Holding,ApS
VESTBAS HOLDING AS,VESTBAS HOLDING,AS
JOSTR 247 HOLDING AS,JOSTR 247 HOLDING,AS
HOLM INVESTERING AS,HOLM INVESTERING,AS
FORENINGEN FOR BEPLANTNING,FORENINGEN FOR BEPLANTNING,
DANIEL FAURHOLT HOLDING ApS,DANIEL FAURHOLT HOLDING,ApS
Crown Village AB,Crown Village,AB
VARDAHEI IT AS,VARDAHEI IT,AS
GREENIT ApS,GREENIT,ApS
HAGRA AS,HAGRA,AS
"JM Holding, Agger ApS","JM Holding, Agger",ApS
J. POULSEN LØSNING HOLDING ApS,J. POULSEN LØSNING HOLDING,ApS
Kildholt Ejendomme ApS,Kildholt Ejendomme,ApS
Sway Invest ApS,Sway Invest,ApS
Heise Beteiligungs GmbH,Heise Beteiligungs,GmbH
LENDING REDERI AS,LENDING REDERI,AS
Moogli Invest AB,Moogli Invest,AB
RGE 166 HOLDING AS,RGE 166 HOLDING,AS
RINA HOLDING AS,RINA HOLDING,AS
TUTSI AS,TUTSI,AS
PROBST HOLDING ApS,PROBST HOLDING,ApS
Chefforeningen i DR,Chefforeningen i DR,
GCT Holding GmbH,GCT Holding,GmbH
Vimtrupgaard ApS,Vimtrupgaard,ApS
Enloca ApS,Enloca,ApS
Frank Diekow GmbH,Frank Diekow,GmbH
JLGE Aalborg ApS,JLGE Aalborg,ApS
CPC International Consulting GmbH,CPC International Consulting,GmbH
JONAWILS INVESTMENTS LIMITED,JONAWILS INVESTMENTS,LIMITED
Frederikke Rosengren Holding Aps,Frederikke Rosengren Holding,Aps
TIND INVEST AS,TIND INVEST,AS
MIKAEL JACOBSEN TRANSPORT A/S,MIKAEL JACOBSEN TRANSPORT A/S,
PORSKJÆR HOLDING ApS,PORSKJÆR HOLDING,ApS
GRÅTIND AS,GRÅTIND,AS
VEJBY ANLÆGSGARTNERI ApS,VEJBY ANLÆGSGARTNERI,ApS
Holderbaum Holding UG,Holderbaum Holding,UG
ALLAN LYKKE WINTHER HOLDING ApS,ALLAN LYKKE WINTHER HOLDING,ApS
Ursa Major Holding ApS,Ursa Major Holding,ApS
Lisbeth B. Laursen og Peter Klintø ApS,Lisbeth B. Laursen og Peter Klintø,ApS
Simonian Invest Consulting AB,Simonian Invest Consulting,AB
P SØRENSEN OG SUSANNE DUHRING I/S,P SØRENSEN OG SUSANNE DUHRING I/S,
LUNDEMARK ApS,LUNDEMARK,ApS
"VILSTAD REVISION OG REGNSKABSSERVICE, REGISTRERET REVISIONSANPARTSSELSKAB","VILSTAD REVISION OG REGNSKABSSERVICE, REGISTRERET REVISIONSANPARTSSELSKAB",
Mofly 2021 Holding ApS,Mofly 2021 Holding,ApS
TIGERSTATE CAPITAL AS,TIGERSTATE CAPITAL,AS
Peter Carstens Bygg & Höjd AB,Peter Carstens Bygg & Höjd,AB
STEKLE AS,STEKLE,AS
HOUSE OF SENSATION AS,HOUSE OF SENSATION,AS
Viggo ApS,Viggo,ApS
HMMS Investering ApS,HMMS Investering,ApS
ÅKÅ AS,ÅKÅ,AS
LISA HENRIKSEN HOLDING AS,LISA HENRIKSEN HOLDING,AS
Østergade Kapital A/S,Østergade Kapital A/S,
Ansy Consulting AB,Ansy Consulting,AB
BSH 252 HOLDING AS,BSH 252 HOLDING,AS
Bernhoft Global Invest ApS,Bernhoft Global Invest,ApS
AB Bottstift,AB Bottstift,
SAEHRIMNIR-HOLDING AS,SAEHRIMNIR-HOLDING,AS
ROLOHRM AB,ROLOHRM,AB
MIRATA HOLDING AS,MIRATA HOLDING,AS
Riisom Holding ApS,Riisom Holding,ApS
DACA INVEST AS,DACA INVEST,AS
LINDEVANG ApS,LINDEVANG,ApS
Holm Investering ApS,Holm Investering,ApS
BERGE EIENDOM AS,BERGE EIENDOM,AS
Magnexion GmbH,Magnexion,GmbH
MinterAI ApS,MinterAI,ApS
Trolin Invest AB,Trolin Invest,AB
Selskabet V - Sjælland ApS,Selskabet V - Sjælland,ApS
ASI AS,ASI,AS
Blixt Holding AB,Blixt Holding,AB
Stiftung der Evangelisch-Lutherischen Kirchgemeinde Dresden-Klotzsche,Stiftung der Evangelisch-Lutherischen Kirchgemeinde Dresden-Klotzsche,
S67 ApS,S67,ApS
LESGA ApS,LESGA,ApS
KVINT AS,KVINT,AS
Sille Kunckel ApS,Sille Kunckel,ApS
FIGO BORIS ApS,FIGO BORIS,ApS
SNAL Holding ApS,SNAL Holding,ApS
Kiropraktor Teddy Fohlmann Holding ApS,Kiropraktor Teddy Fohlmann Holding,ApS
Sverok Admin AB,Sverok Admin,AB
Selective Investment Sweden AB,Selective Investment Sweden,AB
T. Friis Holding ApS,T. Friis Holding,ApS
LØB Holding ApS,LØB Holding,ApS
COMVIE AS,COMVIE,AS
Gerhard Holding II ApS,Gerhard Holding II,ApS
Eriksson i Stockholm Holding AB,Eriksson i Stockholm Holding,AB
Mr D H A Tufnell Will Trust,Mr D H A Tufnell Will Trust,
BE Invest AB,BE Invest,AB
EJF AS,EJF,AS
ARNDT OG POULSEN HOLDING ApS,ARNDT OG POULSEN HOLDING,ApS
JAFN Holding ApS,JAFN Holding,ApS
Mou Vandforsyning A.M.B.A,Mou Vandforsyning A.M.B.A,
REBRO HOLDING AS,REBRO HOLDING,AS
Hemläkartjänst Stockholm AB,Hemläkartjänst Stockholm,AB
GILJA SKIHEIS AS,GILJA SKIHEIS,AS
IN EJENDOMME A/S,IN EJENDOMME A/S,
Hallerup Group ApS,Hallerup Group,ApS
NEFO MIS 2024 1 ApS,NEFO MIS 2024 1,ApS
SOLLUNDS BIT AS,SOLLUNDS BIT,AS
NIKOLAI GJERLØFF HOLDING ApS,NIKOLAI GJERLØFF HOLDING,ApS
VERDE CAPITAL AS,VERDE CAPITAL,AS
WINDELSTAD HOLDING AS,WINDELSTAD HOLDING,AS
LEP A/S,LEP A/S,
Torben Bloch Consulting ApS,Torben Bloch Consulting,ApS
SEIT KAPITAL AS,SEIT KAPITAL,AS
HOBRO BOLIGSELSKAB A/S,HOBRO BOLIGSELSKAB A/S,
TJF AS,TJF,AS
TANDLÆGE MARIE WINDING ApS,TANDLÆGE MARIE WINDING,ApS
EL-SENTERET HAREID AS,EL-SENTERET HAREID,AS
ALHASALA AS,ALHASALA,AS
KFUM og KFUK Distrikt Thy-Mors,KFUM og KFUK Distrikt Thy-Mors,
Gunnar Forss AB,Gunnar Forss,AB
Dalslands Byggnads Aktiebolag,Dalslands Byggnads,Aktiebolag
N.E.P. Rådgivning ApS,N.E.P. Rådgivning,ApS
BODD ApS,BODD,ApS
HANS WELLING A/S,HANS WELLING A/S,
"MK HOLDING, TØRSKIND ApS","MK HOLDING, TØRSKIND",ApS
Nutidens Kvinder Næstved,Nutidens Kvinder Næstved,
Osgiliom 9 AB,Osgiliom 9,AB
GreenLab Skive A/S,GreenLab Skive A/S,
Keller Group Aps,Keller Group,Aps
ANASO 544 HOLDING AS,ANASO 544 HOLDING,AS
H&C INVEST ApS,H&C INVEST,ApS
Mbrk Holding ApS,Mbrk Holding,ApS
Børge Laursen ApS,Børge Laursen,ApS
COHERE Alternatives A/S,COHERE Alternatives A/S,
WILDAU HOLDING ApS,WILDAU HOLDING,ApS
Gemeinnützige Ketteler-Baugenossenschaft eG,Gemeinnützige Ketteler-Baugenossenschaft eG,
JUNOL AS,JUNOL,AS
Wilsby Invest AB,Wilsby Invest,AB
Klimaschka Stiftung,Klimaschka Stiftung,
LONGMORE INVESTMENTS LIMITED,LONGMORE INVESTMENTS,LIMITED
GRAVDALGRUPPA AS,GRAVDALGRUPPA,AS
MINDPOINT ApS,MINDPOINT,ApS
MAA 018 HOLDING AS,MAA 018 HOLDING,AS
Rungs thaikök 2 AB,Rungs thaikök 2,AB
JAMA INVEST ApS,JAMA INVEST,ApS
Bau Stein Hoch- und Tiefbau GmbH,Bau Stein Hoch- und Tiefbau,GmbH
P & G Ward Settlement 2012,P & G Ward Settlement 2012,
Petersen,Petersen,
Familien Søndergaards Holdingselskab ApS,Familien Søndergaards Holdingselskab,ApS
TR 418 HOLDING AS,TR 418 HOLDING,AS
KASPER LARSEN HOLDING ApS,KASPER LARSEN HOLDING,ApS
GMPVC Venture Management GmbH,GMPVC Venture Management,GmbH
FRIHAUGEN AS,FRIHAUGEN,AS
TINDE INVEST AS,TINDE INVEST,AS
VOGNMAND ASGER NEERGAARD,VOGNMAND ASGER NEERGAARD,
Engholm Vandforsyning A.M.B.A,Engholm Vandforsyning A.M.B.A,
Christian Lewis Holding ApS,Christian Lewis Holding,ApS
RNJ Invest ApS,RNJ Invest,ApS
KERTEMINDE FISKERIFORENINGS FOND,KERTEMINDE FISKERIFORENINGS FOND,
CPH Nordic ApS,CPH Nordic,ApS
BB 69 HOLDING ApS,BB 69 HOLDING,ApS
Performance Improvement Professionals GmbH,Performance Improvement Professionals,GmbH
Wellness Heaven GmbH,Wellness Heaven,GmbH
PAOD AS,PAOD,AS
BERGER CAPITAL HOLDING AS,BERGER CAPITAL HOLDING,AS
MIDTJYSK BLIK ApS,MIDTJYSK BLIK,ApS
Christlichen Vereins Junger Menschen Frankfurt am Main e. V.,Christlichen Vereins Junger Menschen Frankfurt am Main e. V.,
Adjustment ApS,Adjustment,ApS
CITY VEJLE,CITY VEJLE,
Bredbåndsforeningen Rosenholms.net,Bredbåndsforeningen Rosenholms.net,
ANGUS M WATSON LTD.,ANGUS M WATSON,LTD.
Enloca AB,Enloca,AB
SEGELFOSS AS,SEGELFOSS,AS
HOPE ASSET MANAGEMENT AS,HOPE ASSET MANAGEMENT,AS
KIROPRAKTOR ELLING JØRGENSEN AS,KIROPRAKTOR ELLING JØRGENSEN,AS
Läkarlänken AB,Läkarlänken,AB
GT 445 HOLDING AS,GT 445 HOLDING,AS
FORLAGET MIMER,FORLAGET MIMER,
OCTOPODA AS,OCTOPODA,AS
Holdt-Olesen Holding ApS,Holdt-Olesen Holding,ApS
SIANA HOLDINGS LIMITED,SIANA HOLDINGS,LIMITED
Sidelmann Skovholm Holding ApS,Sidelmann Skovholm Holding,ApS
Dustfarm ApS,Dustfarm,ApS
Trutti Holding ApS,Trutti Holding,ApS
Samfundet Dansk Kirkesang,Samfundet Dansk Kirkesang,
REINVESTMENT AS,REINVESTMENT,AS
Jytte Holding ApS,Jytte Holding,ApS
MARC PIIL HOLDING ApS,MARC PIIL HOLDING,ApS
HAMNEGATA HOLDING AS,HAMNEGATA HOLDING,AS
ML 220 HOLDING AS,ML 220 HOLDING,AS
HAARBY SMEDIE- & KUNSTSMEDIE ApS,HAARBY SMEDIE- & KUNSTSMEDIE,ApS
LEDAV 607 HOLDING AS,LEDAV 607 HOLDING,AS
Krämer Holding GmbH,Krämer Holding,GmbH
Mariagerfjord Erhvervsråd,Mariagerfjord Erhvervsråd,
Lofsis Advokatbyrå AB,Lofsis Advokatbyrå,AB
VLS HOLDING ApS,VLS HOLDING,ApS
VECTORY SENSOR SYSTEMS AS,VECTORY SENSOR SYSTEMS,AS
ASDN CONSULT AND FINANCE ApS,ASDN CONSULT AND FINANCE,ApS
Kinni Holding ApS,Kinni Holding,ApS
J. Nordt Zufall & Wagnis Invest UG (haftungsbeschränkt),J. Nordt Zufall & Wagnis Invest UG (haftungsbeschränkt),
Corpus Kiropraktik Stockholm AB,Corpus Kiropraktik Stockholm,AB
Torpa Video i Jönköping AB,Torpa Video i Jönköping,AB
Katla Studios AB,Katla Studios,AB
North West Konsult AB,North West Konsult,AB
AURORA AS,AURORA,AS
NISPE 033 HOLDING AS,NISPE 033 HOLDING,AS
BGMI LIMITED,BGMI,LIMITED
KONGSAIYA INVEST AS,KONGSAIYA INVEST,AS
AD Consulting ApS,AD Consulting,ApS
AVAMEC AB,AVAMEC,AB
Unique Human Capital A/S,Unique Human Capital A/S,
StackUp ApS,StackUp,ApS
TheGoodLife ApS,TheGoodLife,ApS
A/S af 25-7-1971,A/S af 25-7-1971,
Lanclint HOLDING ApS,Lanclint HOLDING,ApS
areno consulting GmbH,areno consulting,GmbH
HOFSETH EIGEDOM AS,HOFSETH EIGEDOM,AS
LB Content AB,LB Content,AB
la Cour Mathiesen Holding ApS,la Cour Mathiesen Holding,ApS
CFI HOLDING AF 1/4 2000 ApS,CFI HOLDING AF 1/4 2000,ApS
PERHEG 226 HOLDING AS,PERHEG 226 HOLDING,AS
ChemAdvise ApS,ChemAdvise,ApS
Signe Kathrine Nielsens Mindelegat fonden,Signe Kathrine Nielsens Mindelegat fonden,
HENO HOLDING AS,HENO HOLDING,AS
FLIK EIENDOM AS,FLIK EIENDOM,AS
Emcas Holding ApS,Emcas Holding,ApS
Montecarlo ApS,Montecarlo,ApS
GBU HOLDING AS,GBU HOLDING,AS
Jon Wallsten Web Consulting AB,Jon Wallsten Web Consulting,AB
B&G Nilsson Handelsbolag,B&G Nilsson,Handelsbolag
Adapt AB,Adapt,AB
Familien Nøhr Holding ApS,Familien Nøhr Holding,ApS
BASTIAT CAPITAL AS,BASTIAT CAPITAL,AS
SivFIVE ApS,SivFIVE,ApS
Saltsjödesign AB,Saltsjödesign,AB
BRAVE GRUPPEN AS,BRAVE GRUPPEN,AS
KEY International Mobility AB (publ),KEY International Mobility AB (publ),
NewDev Solarpark Tiste ApS & Co. KG,NewDev Solarpark Tiste ApS & Co,KG
Møller Bendixen Holding ApS,Møller Bendixen Holding,ApS
David James Goulstone Will Trust,David James Goulstone Will Trust,
Clausmeyer Beteiligungsgesellschaft mbH,Clausmeyer Beteiligungsgesellschaft,mbH
E/F RAVNSNÆS PARK,E/F RAVNSNÆS PARK,
Gigla verksamhet AB,Gigla verksamhet,AB
Olle C Byggnadsaktiebolag,Olle C Byggnadsaktiebolag,
Vestbo Vind ApS,Vestbo Vind,ApS
MULLE HOLDING ApS,MULLE HOLDING,ApS
Infanteristen Invest AB,Infanteristen Invest,AB
JAN OFTEDAL HOLDING AS,JAN OFTEDAL HOLDING,AS
Sudoku Holding ApS,Sudoku Holding,ApS
Foobit AB,Foobit,AB
FSE Konsult AB,FSE Konsult,AB
HAYABUSA AS,HAYABUSA,AS
Krijo Holding Vonge ApS,Krijo Holding Vonge,ApS
BPH 27 ApS,BPH 27,ApS
Hofmann Sortenschutz GmbH,Hofmann Sortenschutz,GmbH
OCEANO HOLDING ApS,OCEANO HOLDING,ApS
SERA INVEST AS,SERA INVEST,AS
KW HOLDING 2010 ApS,KW HOLDING 2010,ApS
Plietsch un so GmbH,Plietsch un so,GmbH
STRYN EIENDOM AS,STRYN EIENDOM,AS
GAUTE SIVERTSEN HOLDING AS,GAUTE SIVERTSEN HOLDING,AS
FD Taulov ApS,FD Taulov,ApS
K.G. HANSEN & SØNNER A/S,K.G. HANSEN & SØNNER A/S,
JM Overgaard Holding ApS,JM Overgaard Holding,ApS
BRYDE-NIELSEN HOLDING ApS,BRYDE-NIELSEN HOLDING,ApS
MOMEK GROUP AS,MOMEK GROUP,AS
EGO 348 HOLDING AS,EGO 348 HOLDING,AS
Math Management ApS,Math Management,ApS
EJERFORENINGEN HØRNING BUTIKSCENTER,EJERFORENINGEN HØRNING BUTIKSCENTER,
CFONET,CFONET,
GOLDENWOOD AS,GOLDENWOOD,AS
SKATVAL AS,SKATVAL,AS
EXPERIMENTALLY INVESTMENTS LTD,EXPERIMENTALLY INVESTMENTS,LTD
V. D. Holding 2021 ApS,V. D. Holding 2021,ApS
CHARLOTTE JENSEN HOLDING ApS,CHARLOTTE JENSEN HOLDING,ApS
"ANDERSEN, BROBAK OG SUNDBY AUTOMOBILER A/S","ANDERSEN, BROBAK OG SUNDBY AUTOMOBILER A/S",
Moa Edsmyr AB,Moa Edsmyr,AB
NI SECURITIES LTD,NI SECURITIES,LTD
GKO 757 HOLDING AS,GKO 757 HOLDING,AS
TALLY HO A/S,TALLY HO A/S,
Kode Industriservice AB,Kode Industriservice,AB
Morabbi Holding ApS,Morabbi Holding,ApS
Magellan Investment GmbH,Magellan Investment,GmbH
Promoters Textil AB,Promoters Textil,AB
Mica ejendomme ApS,Mica ejendomme,ApS
Kpettersen Holding AS,Kpettersen Holding,AS
NUH Ejendomsholding ApS,NUH Ejendomsholding,ApS
WINK Invest AB,WINK Invest,AB
Dorset Invest ApS,Dorset Invest,ApS
Power Services Holding ApS,Power Services Holding,ApS
RASSEV Holding ApS,RASSEV Holding,ApS
Tandlæge AB Holding ApS,Tandlæge AB Holding,ApS
Weinberg Investments GmbH,Weinberg Investments,GmbH
NORD SOLUND FISKERISELSKAP AS,NORD SOLUND FISKERISELSKAP,AS
MuntheThomsen holding ApS,MuntheThomsen holding,ApS
INNSKUDDSPENSJONSTJENESTER AS,INNSKUDDSPENSJONSTJENESTER,AS
L.E.J.F AB,L.E.J.F,AB
Maxival AB,Maxival,AB
LO-VIK CAMPING AS,LO-VIK CAMPING,AS
FIRELANCE AS,FIRELANCE,AS
PB 688 HOLDING AS,PB 688 HOLDING,AS
Plussidan Byggtjänster AB,Plussidan Byggtjänster,AB
Aplauras 32 Holding ApS,Aplauras 32 Holding,ApS
"GRØNLUND Holding, Hobro ApS","GRØNLUND Holding, Hobro",ApS
